"","time","used","buff","cach","read","writ","qntReads","qntCPU","tamArq","cpu.usage"
"63",84,1127141472.37647,43493207.3411765,175651514.729412,51.9690705882353,400234.153905882,-0.630877192982456,-0.428095238095238,5.2,0.181799530539931
"64",84,1136898433.50588,43649337.2235294,175500251.858824,51.2351294117647,397154.884752941,-0.630877192982456,-0.428095238095238,5.2,0.1877887904631
"65",85,1171781679.62791,43855205.2093023,175669867.162791,49.9306860465116,478176.010151163,-0.630877192982456,-0.428095238095238,5.2,0.18463410082275
"66",87,1107562961.45455,44004817.4545455,176123857.454545,48.1212727272727,387396.578090909,-0.630877192982456,-0.428095238095238,5.2,0.163186013706955
"67",85,1159013495.06977,44135924.0930233,176169055.255814,48.5584069767442,394885.070755814,-0.630877192982456,-0.428095238095238,5.2,0.179860282447095
"68",85,1142413264.37209,44268615.4418605,176451679.255814,47.9071279069767,394460.355104651,-0.630877192982456,-0.428095238095238,5.2,0.183318324444737
"69",84,1126211824.94118,44391580.6117647,176415491.011765,47.8272352941176,399634.905917647,-0.630877192982456,-0.428095238095238,5.2,0.190831462616575
"70",85,1129290775.81395,44504421.2093023,176710108.27907,46.6504186046512,392996.020639535,-0.630877192982456,-0.428095238095238,5.2,0.175511751624581
"71",85,1172393698.23256,44643923.3488372,176570272.744186,46.0465,395095.07722093,-0.630877192982456,-0.428095238095238,5.2,0.168989299474595
"72",84,1165845684.70588,44730151.1529412,176914865.694118,45.9933647058824,399412.546517647,-0.630877192982456,-0.428095238095238,5.2,0.18323940376954
"73",86,1157443160.27586,44826718.1609195,176924836.781609,44.3713908045977,390422.579666667,-0.630877192982456,-0.428095238095238,5.2,0.175707839829814
"74",85,1154757084.27907,44895636.8372093,177228680.930233,44.3093953488372,393011.416302326,-0.630877192982456,-0.428095238095238,5.2,0.184707734751854
"75",84,1122659725.55294,45009739.2941176,177405711.058824,44.2708,398170.855729412,-0.630877192982456,-0.428095238095238,5.2,0.183779704362468
"76",86,1116397003.03448,45100726.4367816,177589942.436782,42.7128620689655,389116.919321839,-0.630877192982456,-0.428095238095238,5.2,0.183026731237893
"77",87,1102622533.81818,45193262.5454545,177731677.090909,41.7105113636364,386605.5175,-0.630877192982456,-0.428095238095238,5.2,0.167786101053619
"78",86,1117091722.29885,45295027.4942529,177814280.827586,41.6800229885057,390392.218206897,-0.630877192982456,-0.428095238095238,5.2,0.17910504623301
"79",87,1122268206.54545,45388101.8181818,177971758.545455,40.7149545454545,386283.842125,-0.630877192982456,-0.428095238095238,5.2,0.174909511167047
"80",86,1157627480.27586,45451240.4597701,177967104,40.6959770114943,391573.141597701,-0.630877192982456,-0.428095238095238,5.2,0.174769084355959
"81",85,1121408738.23256,45509798.6976744,178192765.023256,40.6841976744186,393746.485290698,-0.630877192982456,-0.428095238095238,5.2,0.182752650709002
"82",87,1158021306.18182,45581544.7272727,178346821.818182,39.2975454545455,383546.366659091,-0.630877192982456,-0.428095238095238,5.2,0.188457575435834
"83",87,1167014493.09091,45666117.8181818,178471424,38.8447727272727,388016.188454545,-0.630877192982456,-0.428095238095238,5.2,0.16952861952075
"84",88,1198301690.24719,45760005.752809,178406250.426966,37.9726853932584,464933.472089888,-0.630877192982456,-0.428095238095238,5.2,0.163373883099834
"85",88,1132738260.85393,45835344.5393258,178812536.808989,37.5483707865169,379063.372224719,-0.630877192982456,-0.428095238095238,5.2,0.175757636214051
"86",85,1191924426.4186,45918922.4186046,178825311.255814,38.4275697674419,396288.61855814,-0.630877192982456,-0.428095238095238,5.2,0.188856008813902
"87",85,1182209571.72093,46004652.6511628,178975243.906977,38.011476744186,394626.834267442,-0.630877192982456,-0.428095238095238,5.2,0.185324332887152
"88",87,1144160256,46109835.6363636,179229370.181818,36.7504886363636,388173.242056818,-0.630877192982456,-0.428095238095238,5.2,0.188300204026605
"89",85,1123432590.88372,46167349.5813954,179370317.395349,37.2053023255814,394201.61694186,-0.630877192982456,-0.428095238095238,5.2,0.190202064564627
"90",86,1137760609.10345,46236260.045977,179405882.850575,36.3904942528736,388212.75337931,-0.630877192982456,-0.428095238095238,5.2,0.174703779627347
"91",86,1184093054.52874,46319639.5402299,179634505.563218,36.0148620689655,392216.279195402,-0.630877192982456,-0.428095238095238,5.2,0.192522446933166
"92",85,1188502980.46512,46389152.744186,179704712.930233,36.0578139534884,394635.129116279,-0.630877192982456,-0.428095238095238,5.2,0.188883535516373
"93",87,1229834519.27273,46450920.7272727,179686865.454545,34.8824886363636,387113.571806818,-0.630877192982456,-0.428095238095238,5.2,0.185738547198617
"94",87,1149463877.81818,46502353.4545455,180149341.090909,34.5276136363636,384601.260988636,-0.630877192982456,-0.428095238095238,5.2,0.17838513271786
"95",87,1124883968,46563793.4545455,180331147.636364,34.1828068181818,385676.396204545,-0.630877192982456,-0.428095238095238,5.2,0.19245440571379
"96",84,1132111414.21176,46616479.6235294,180353529.976471,35.039,400542.652070588,-0.630877192982456,-0.428095238095238,5.2,0.184733585563907
"97",86,1140430918.62069,46665068.8735632,180540521.931034,33.9016436781609,390397.353862069,-0.630877192982456,-0.428095238095238,5.2,0.159880966746767
"98",84,1150336445.74118,46735938.2588235,180632298.917647,34.3653294117647,396693.494305882,-0.630877192982456,-0.428095238095238,5.2,0.188702984636438
"99",84,1146424380.23529,46805522.0705882,180817052.611765,34.0378941176471,464158.495823529,-0.630877192982456,-0.428095238095238,5.2,0.188876354285457
"100",87,1150098385.45455,46897710.5454545,181009501.090909,32.5626363636364,385128.461181818,-0.630877192982456,-0.428095238095238,5.2,0.195365104257117
"101",147,832556557.837838,13825134.7027027,180669523.027027,959.165918918919,365513.54475,0.0788596491228069,-0.428095238095238,8.3,0.200463479870425
"102",146,830536446.258503,14911780.5714286,180818059.319728,658.972993197279,368554.195972789,0.0788596491228069,-0.428095238095238,8.3,0.213744637319799
"103",147,838844056.216216,15942905.0810811,180988900.324324,497.272452702703,365298.372155405,0.0788596491228069,-0.428095238095238,8.3,0.220795037098108
"104",146,858343159.292517,16843894.4217687,181123754.666667,404.166904761905,368117.744095238,0.0788596491228069,-0.428095238095238,8.3,0.228067988418616
"105",147,823470024.648649,17792747.2432432,181302936.216216,336.425804054054,366729.88952027,0.0788596491228069,-0.428095238095238,8.3,0.225545625168774
"106",148,839338684.993289,18687024.1073826,181481252.080537,287.488161073825,363345.822697987,0.0788596491228069,-0.428095238095238,8.3,0.230057325850252
"107",148,814202302.711409,19471036.9932886,181643140.295302,252.191080536913,363938.70961745,0.0788596491228069,-0.428095238095238,8.3,0.228907439421783
"108",147,825756422.918919,20371013.1891892,181906127.567568,226.296925675676,365330.736567568,0.0788596491228069,-0.428095238095238,8.3,0.235395497673538
"109",147,823520975.567568,21143192.2162162,181983342.702703,203.972006756757,365871.555702703,0.0788596491228069,-0.428095238095238,8.3,0.232747884574558
"110",148,821383113.020134,21889738.738255,182167510.765101,184.391409395973,364494.962469799,0.0788596491228069,-0.428095238095238,8.3,0.223926981416075
"111",146,836188675.482993,22659099.8639456,182315412.027211,171.489292517007,367625.761013605,0.0788596491228069,-0.428095238095238,8.3,0.238168050509743
"112",147,831362905.945946,23419765.6216216,182510370.594595,157.414418918919,366079.625398649,0.0788596491228069,-0.428095238095238,8.3,0.236887454246905
"113",146,846037187.047619,24143189.3333333,182604333.278912,147.227156462585,368634.480176871,0.0788596491228069,-0.428095238095238,8.3,0.234576443146765
"114",147,850264894.27027,24836040.6486486,182738003.027027,136.570540540541,365469.062148649,0.0788596491228069,-0.428095238095238,8.3,0.230769672521898
"115",150,822824281.854305,25516181.192053,183003176.688742,125.529655629139,360364.545033113,0.0788596491228069,-0.428095238095238,8.3,0.234462773565352
"116",148,837719390.496644,26200242.6845638,183128806.228188,119.74622147651,364691.510295302,0.0788596491228069,-0.428095238095238,8.3,0.239672282939676
"117",147,840750273.72973,26828191.1351351,183254624.864865,113.89747972973,366447.386141892,0.0788596491228069,-0.428095238095238,8.3,0.240330430954687
"118",148,839093749.691275,27437537.0738255,183445655.194631,107.206751677852,362073.863744966,0.0788596491228069,-0.428095238095238,8.3,0.241007263349377
"119",147,844386414.702703,27980191.1351351,183561437.405405,102.567418918919,366836.909108108,0.0788596491228069,-0.428095238095238,8.3,0.238733305638672
"120",148,831948868.724832,28572129.0738255,183729296.322148,97.065033557047,364273.09542953,0.0788596491228069,-0.428095238095238,8.3,0.228766037152863
"121",149,849536641.706667,29127174.8266667,183880089.6,92.0446933333333,362352.991453333,0.0788596491228069,-0.428095238095238,8.3,0.234804388024783
"122",149,842537751.893333,29696791.8933333,184055835.306667,88.0222466666667,363538.682426667,0.0788596491228069,-0.428095238095238,8.3,0.238742385606667
"123",148,828221591.194631,30274333.2080537,184103104.42953,84.9252617449664,365708.610167785,0.0788596491228069,-0.428095238095238,8.3,0.225939977761309
"124",149,820561046.186667,30756454.4,184366257.493333,80.9997,361828.18248,0.0788596491228069,-0.428095238095238,8.3,0.234562923790726
"125",148,833685875.114094,31307542.3355705,184458494.281879,78.406,365800.047724832,0.0788596491228069,-0.428095238095238,8.3,0.232946539625951
"126",150,814279808.847682,31768087.7350993,184696479.364238,74.5042052980132,361745.637291391,0.0788596491228069,-0.428095238095238,8.3,0.237525365314662
"127",149,822988090.026667,32279183.36,184817582.08,72.30176,363778.020626667,0.0788596491228069,-0.428095238095238,8.3,0.234362492694481
"128",148,839134352.322148,32748619.5973154,184935417.127517,70.2802953020134,364518.57147651,0.0788596491228069,-0.428095238095238,8.3,0.238772233666133
"129",148,816224214.765101,33235988.6174497,185026683.704698,67.9324496644295,364752.376033557,0.0788596491228069,-0.428095238095238,8.3,0.232643875218875
"130",148,829800915.328859,33747246.3892617,185214687.355705,65.749255033557,362501.112167785,0.0788596491228069,-0.428095238095238,8.3,0.240013872690446
"131",149,830304638.293333,34127981.2266667,185423025.493333,63.2794466666667,361179.129526667,0.0788596491228069,-0.428095238095238,8.3,0.245074508960219
"132",149,821856010.24,34545691.3066667,185562917.546667,61.3509733333333,361485.04734,0.0788596491228069,-0.428095238095238,8.3,0.236089040877863
"133",147,849885543.783784,34977930.3783784,185661578.378378,60.344,367235.846162162,0.0788596491228069,-0.428095238095238,8.3,0.234301022963988
"134",148,833997748.402685,35350816.6442953,185826833.181208,58.2334966442953,366148.003489933,0.0788596491228069,-0.428095238095238,8.3,0.238353587622744
"135",150,817377144.370861,35744028.8211921,185912258.966887,55.8662251655629,359997.789350993,0.0788596491228069,-0.428095238095238,8.3,0.238185778303862
"136",149,816527824.213333,36123716.2666667,186110962.346667,54.7118266666667,362617.418426667,0.0788596491228069,-0.428095238095238,8.3,0.233601012348517
"137",152,831922042.143791,36470757.2287582,186375335.320261,52.2147320261438,356927.008477124,0.0788596491228069,-0.428095238095238,8.3,0.243563454376724
"138",148,822793813.90604,36768939.8120805,186456352.644295,52.227288590604,364643.635932886,0.0788596491228069,-0.428095238095238,8.3,0.239516581564909
"139",150,829069678.198676,37044685.1390729,186642296.370861,50.248821192053,361364.944006623,0.0788596491228069,-0.428095238095238,8.3,0.240623231348268
"140",149,820168376.32,37361800.5333333,186736093.866667,49.3428,362764.4555,0.0788596491228069,-0.428095238095238,8.3,0.242203767510885
"141",149,836445771.093333,37648875.52,186914515.626667,48.1613333333333,362683.296126667,0.0788596491228069,-0.428095238095238,8.3,0.24229175202754
"142",148,825013351.087248,37982208,187039634.040268,47.3567181208054,363826.328187919,0.0788596491228069,-0.428095238095238,8.3,0.238910855553365
"143",149,828381866.666667,38251424.4266667,187150936.746667,45.96638,362302.629246667,0.0788596491228069,-0.428095238095238,8.3,0.240459464604405
"144",149,817801024.853333,38533447.68,187358167.04,44.9470533333333,361948.637873333,0.0788596491228069,-0.428095238095238,8.3,0.239482165735516
"145",172,851301299.052023,38872342.1965318,186787070.520231,37.8343699421965,317817.928063584,0.0788596491228069,-0.428095238095238,8.3,0.141356404397529
"146",176,770121450.305085,39233871.5480226,188460639.457627,35.7827457627119,313971.23339548,0.0788596491228069,-0.428095238095238,8.3,0.250814941956252
"147",226,740305175.682819,39616133.0748899,189714630.484582,27.2177004405286,252839.422356828,0.0788596491228069,-0.428095238095238,8.3,0.25729065009466
"148",189,794717367.242105,39958183.0736842,188394032.505263,31.6462,341821.453957895,0.0788596491228069,-0.428095238095238,8.3,0.235134792000368
"149",186,811982168.983957,40319687.8716578,188519385.668449,31.3655989304813,365896.376727273,0.0788596491228069,-0.428095238095238,8.3,0.237257943063859
"150",191,810147754.666667,40647018.6666667,188710528,29.8238072916667,289463.018046875,0.0788596491228069,-0.428095238095238,8.3,0.224470744635611
"151",185,801456128,40849341.9354839,188908378.83871,30.0702903225806,298753.959086022,0.0788596491228069,-0.428095238095238,8.3,0.24697883346773
"152",186,821960397.347594,41175489.026738,188808975.058824,29.2364438502674,296558.885427807,0.0788596491228069,-0.428095238095238,8.3,0.201125024428252
"153",185,810081180.903226,41407322.8387097,189201925.505376,28.7506989247312,348422.841532258,0.0788596491228069,-0.428095238095238,8.3,0.243657618420448
"154",185,811699827.612903,41648458.3225806,189354512.516129,28.1331827956989,297681.944129032,0.0788596491228069,-0.428095238095238,8.3,0.240713770785128
"155",186,824396619.294118,41924772.2780749,189357050.524064,27.3920534759358,298782.422834225,0.0788596491228069,-0.428095238095238,8.3,0.225150234661983
"156",187,790753606.808511,42163657.5319149,189771536.340426,26.6800265957447,294813.104691489,0.0788596491228069,-0.428095238095238,8.3,0.24363954957429
"157",186,793467263.315508,42388846.8877005,189830521.839572,26.2767326203209,299497.403283422,0.0788596491228069,-0.428095238095238,8.3,0.223610859027019
"158",188,786521873.608466,42611923.3015873,190120412.783069,25.4807777777778,294266.099820106,0.0788596491228069,-0.428095238095238,8.3,0.23338035902975
"159",187,796081195.574468,42769255.4893617,190324757.787234,25.1166489361702,340490.418664894,0.0788596491228069,-0.428095238095238,8.3,0.237774194952708
"160",188,814641217.015873,42995885.3756614,190268432.253968,24.506873015873,295125.395899471,0.0788596491228069,-0.428095238095238,8.3,0.191465434616092
"161",187,811215087.659575,43208115.7446809,190628406.468085,24.169579787234,296559.721170213,0.0788596491228069,-0.428095238095238,8.3,0.239001600366487
"162",147,829786610.162162,43384361.5135135,190452071.783784,30.1946621621622,366248.287722973,0.0788596491228069,-0.428095238095238,8.3,0.235731397840152
"163",146,836405261.931973,43523427.2653061,190619954.503401,29.9647346938775,369272.028693878,0.0788596491228069,-0.428095238095238,8.3,0.240995520357313
"164",148,818732836.080537,43724360.1610738,190743380.187919,29.1456979865772,363273.366328859,0.0788596491228069,-0.428095238095238,8.3,0.226238272997158
"165",148,854030734.604027,43886688.2147651,190970227.114094,28.7385570469799,365559.015624161,0.0788596491228069,-0.428095238095238,8.3,0.236661129566894
"166",150,813319907.178808,44028826.2781457,191177029.509934,27.9650331125828,359851.379139073,0.0788596491228069,-0.428095238095238,8.3,0.244197300219778
"167",146,813367073.088435,44174189.7142857,191194899.156463,28.3308027210884,370035.39662585,0.0788596491228069,-0.428095238095238,8.3,0.242716238871977
"168",148,837007731.114094,44296892.9932886,191421776.751678,27.5771342281879,366142.870154362,0.0788596491228069,-0.428095238095238,8.3,0.246528704192938
"169",146,836409051.428571,44406407.8367347,191510263.292517,27.5824897959184,369789.137748299,0.0788596491228069,-0.428095238095238,8.3,0.24016978482301
"170",147,838875440.432432,44541564.5405405,191681342.27027,27.0370540540541,365966.921527027,0.0788596491228069,-0.428095238095238,8.3,0.241488886648355
"171",147,855707454.27027,44659822.7027027,191846012.540541,26.6875,427049.118297297,0.0788596491228069,-0.428095238095238,8.3,0.241218966871612
"172",146,805598688.653061,44748772.1360544,191927860.244898,26.5279455782313,371973.228258503,0.0788596491228069,-0.428095238095238,8.3,0.242339806534303
"173",154,805417356.387097,44846073.3935484,192348662.090323,24.8419806451613,350715.287987097,0.0788596491228069,-0.428095238095238,8.3,0.238088044514469
"174",149,794877214.72,44926648.32,192315228.16,25.3412333333333,362652.607306667,0.0788596491228069,-0.428095238095238,8.3,0.24041488052197
"175",155,806681389.948718,45043606.974359,192646879.179487,24.0631666666667,352357.190935897,0.0788596491228069,-0.428095238095238,8.3,0.238108875841767
"176",152,820072715.712418,45131896.4705882,192714577.986928,24.2282026143791,356458.040228758,0.0788596491228069,-0.428095238095238,8.3,0.235098048823845
"177",151,827674058.105263,45216040.4210526,192806696.421053,24.0892565789474,358912.089697368,0.0788596491228069,-0.428095238095238,8.3,0.238979390394198
"178",149,823467376.64,45310798.5066667,192897433.6,24.1168066666667,363835.37006,0.0788596491228069,-0.428095238095238,8.3,0.236387714775219
"179",150,838377960.264901,45406275.8145695,193108686.834437,23.6713708609272,361562.633735099,0.0788596491228069,-0.428095238095238,8.3,0.243414603045044
"180",153,815219938.077922,45462621.0909091,193341812.363636,22.9369155844156,352685.086064935,0.0788596491228069,-0.428095238095238,8.3,0.239557263346385
"181",152,823194590.535948,45522649.5163399,193442166.797386,22.8156797385621,439400.775091503,0.0788596491228069,-0.428095238095238,8.3,0.245350144267004
"182",152,830377475.346405,45599429.4379085,193577682.823529,22.5502745098039,356412.921052288,0.0788596491228069,-0.428095238095238,8.3,0.236629055229074
"183",151,825964894.315789,45685490.5263158,193743979.789474,22.4379210526316,356602.850947368,0.0788596491228069,-0.428095238095238,8.3,0.244820927906368
"184",150,834436333.350993,45782538.1721854,193886438.569536,22.3300860927152,359102.038761589,0.0788596491228069,-0.428095238095238,8.3,0.246280834611808
"185",152,839201838.849673,45874182.6928105,194082481.359477,21.7927712418301,357704.038705882,0.0788596491228069,-0.428095238095238,8.3,0.248497255968083
"186",150,832489566.940397,45940030.7284768,194178556.609272,21.8386556291391,437445.70810596,0.0788596491228069,-0.428095238095238,8.3,0.245529100419954
"187",149,841533822.293333,46036118.1866667,194245263.36,21.74654,362595.553013333,0.0788596491228069,-0.428095238095238,8.3,0.244029347594181
"188",151,818378832.842105,46119073.6842105,194341214.315789,21.2308618421053,359092.044743421,0.0788596491228069,-0.428095238095238,8.3,0.234275556848603
"189",150,838884752.10596,46180121.4304636,194560434.013245,21.1453509933775,364753.32710596,0.0788596491228069,-0.428095238095238,8.3,0.244014265877964
"190",148,847321734.013423,46260498.8993289,194716390.228188,21.2037181208054,364537.133080537,0.0788596491228069,-0.428095238095238,8.3,0.244021197103849
"191",150,845623404.503311,46341547.2317881,194923567.470199,20.7072781456954,360523.612516556,0.0788596491228069,-0.428095238095238,8.3,0.243363651301071
"192",148,860302535.302013,46392505.557047,195007068.778524,20.7695704697987,432604.111,0.0788596491228069,-0.428095238095238,8.3,0.237977441699517
"193",151,842073222.736842,46462949.0526316,195201212.631579,20.1537302631579,359098.2855,0.0788596491228069,-0.428095238095238,8.3,0.246662201711275
